comment,category,tag,keywords
電化製品も購入しようかと子供と行ったのですが担当がいなく詳しい内容もわからず買わずに帰りました 詳しい方はいて欲しいですあとクーポンの品を把握していない定員さんばかりで買い物がとても不便でした。,サービス・設備,ホームエレクトロニクス,"['電化製品', '担当', '詳しい内容', 'クーポン', '定員さん', '買い物', '不便']"
柔軟剤と洗濯洗剤の大容量を置いて欲しいです！。,商品,ホームグッズ,"['柔軟剤', '洗濯洗剤', '大容量']"
レジSさん良い応対です 。,サービス・設備,接客態度,"['レジS', '良い応対']"
重い買い物をしたかごを、台まで運んでもらって、助かりました。,サービス・設備,接客態度,"['重い買い物', '運んでもらった', '助かりました']"
地下二階にいた細いおばさんのレジさんが何も出来ない 。,サービス・設備,接客態度,"['地下二階', '細いおばさん', 'レジさん', '何も出来ない']"
タメ口の定員さんがいて気分が悪い。,サービス・設備,接客態度,"['タメ口', '定員さん', '気分が悪い']"
よく色々な地区で利用してますが四国中央店のレジ対応は不愉快です 私語も多く、態度が悪いです 自分がお客なら同じようにされて気持ち良いでしょうか他店も同じで全体に良い印象がないです 。,サービス・設備,接客態度,"['四国中央店', 'レジ対応', '不愉快', '私語', '態度', 'お客', '同じ', '気持ち良い', '他店', '全体', '印象']"
このままのサービスでお願いします 。,サービス・設備,商品知識,[]
特にスムーズでした 。,サービス・設備,レジ処理の速度,['スムーズ']
安くて良いが、店外汚い。,サービス・設備,店内の清潔度,"['安くて良い', '店外汚い']"
カートを使ったんですが袋代が加算されてました お店の中もカートを使うと入れないところもあり見にくかってです 。,サービス・設備,商品陳列,"['カート', '袋代', 'お店の中', '見にくい']"
広々としていてよかった。,サービス・設備,店内レイアウト,['広々']
今日はレジがとても混んでいました 。,サービス・設備,レジ処理の速度,"['レジ', '混んでいる']"
買いたい商品を一品忘れたら、取りに戻ることなくレジまで持って来てもらいました レジのMさんの対応のおかげです ありがとうございました 。,サービス・設備,レジ処理の速度,"['買い物', '商品', 'レジ', '対応', 'おかげ', 'ありがとう']"
クーポンの品（ナビスコのクラッカー）が見つけにくかった。,商品,商品陳列,"['クーポン', 'ナビスコ', 'クラッカー']"
レジの店員さんの声が全然聞こえなかったのでもう少し大きい声を出してくれるとありがたいです 。,サービス・設備,接客態度,"['レジ', '店員', '声', '聞こえない', '大きい声']"
Mさん、Sさん　対応がいいが、茶髪なのが気になる,サービス・設備,接客態度,"['対応', '茶髪']"
店の人親切です・,サービス・設備,接客態度,['親切']
レジ混みすぎ！ティシュを品出ししていた男性店員がさつ!。,サービス・設備,レジ処理の速度,"['レジ', '混みすぎ', 'ティシュ', '品出し', '男性店員', 'さつ']"
広くて一階と2階を見るの大変だなーと思いました 。,サービス・設備,店内レイアウト,"['広い', '一階', '2階']"
買い物袋を忘れた時、マジカで支払うともらえたので助かりました 。,サービス・設備,レジ処理の速度,"['買い物袋', 'マジカ', '支払う', '助かりました']"
お刺身を取り扱ってほしい。,商品,フード＆ドリンク,['お刺身']
レジの人の声が小さかった 。,サービス・設備,音響設備,"['レジ', '声', '小さい']"
レジ係はぶすっとしていてヤダなぁと思ったが、キャベツをビニール袋に入れてくれたり、仕事は丁寧だった 。,サービス・設備,接客態度,"['レジ係', 'ぶすっと', 'ヤダ', 'キャベツ', 'ビニール袋', '丁寧']"
本屋さんを置いて。,サービス・設備,店内レイアウト,"['本屋', '置いて']"
キャットフードをもう少しお安くしてもらいたいです 。,商品,ペット＆ガーデン,"['キャットフード', 'お安く']"
Sさん？の対応がとても良かったです。,サービス・設備,接客態度,"['Sさん', '対応', '良かった']"
お弁当のオカズを安く売ってほしい!!。,商品,デイリー,"['お弁当', 'オカズ', '安く']"
店内で品出し中、従業員同士の長いお喋りが目立ちます 。,サービス・設備,接客態度,"['品出し', '従業員', 'お喋り']"
特価商品を陳列する時間帯の工夫。,商品,商品陳列,"['特価商品', '陳列', '時間帯', '工夫']"
いつも丁寧な対応ありがとうございます 。,サービス・設備,接客態度,['丁寧な対応']
店員さんがコスプレ？(⁠カチューシャ⁠)していて可愛かった 対応も丁寧でした 。,サービス・設備,接客態度,"['店員さん', 'コスプレ', 'カチューシャ', '可愛い', '対応', '丁寧']"
なんでも安くてよく利用するが、夜遅く買い物に行った際、従業員数が少ないのかもしれないが通路に空き段ボールが放置していて整理されていない感じがした そこで作業中なら仕方ないが従業員はそばにいなかったのが残念であった！。,サービス・設備,店内の清潔度,"['従業員数', '通路', '段ボール', '整理']"
愛知県稲沢市のドンキホーテ稲沢東店でほぼ買い物をしているのですが朝から食品レジにいる「X」さんという店員さんの態度がいつも気になりますこちらがドリンクは倒して入れてください等、話しかけても完全無視です！相槌もうたずの無視ですもう少し研修するなり、お客に対しての対応に気を遣っていただきたいです。,サービス・設備,接客態度,"['ドンキホーテ', '稲沢東店', '買い物', '食品レジ', 'Xさん', '態度', '気になる', '話しかけ', '無視', '研修', '対応']"
トイレットペーパー安くして欲しい 。,商品,デイリー,"['トイレットペーパー', '安く']"
Tがとにかく溜口でなれなれしい,サービス・設備,接客態度,"['溜口', 'なれなれしい']"
クーポン発券機を直してほしいです 。,サービス・設備,その他設備,"['クーポン発券機', '直してほしい']"
今日は入口にお茶の箱売りがあり、購入しました たくさんありました ついでにきのこの里も安かったので買いました 。,商品,デイリー,"['お茶', '箱売り', 'きのこの里']"
レジの対応はいつも丁寧です 。,サービス・設備,接客態度,"['レジ', '対応', '丁寧']"
また、フライパンの、安売りをして下さい。,商品,ホームグッズ,"['フライパン', '安売り']"
品揃えが良かった。,商品,商品陳列,"['品揃え', '良かった']"
